trans_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,customer_id,trans_dollars,customer_is_male,customer_is_female,is_fraud,score,is_flagged,trans_time
40001,-1.4388098941187275,-0.0717382050423865,1.4023679120082733,1.469978727297687,-1.4843515068932431,-1.444611642976252,1.3420433130462113,-1.350371610169995,1.1505256769157246,-0.0092401280356809,4954.0,0.0982628391201945,0.0,1.0,0.0,0.28812973309591267,0,16612124.0
40002,1.479031615633446,-1.4384873581508677,1.4649955320750367,-0.8965375343764266,-1.4259763532934229,-0.3210614526719476,-0.1631713289902908,1.4440435358780863,0.9355882575453504,1.414594275506152,635.0,0.0864291918623162,0.0,1.0,0.0,0.3980542340253216,0,16612405.0
40003,1.4639576245195065,1.0778633053363602,1.4045557302279812,-1.490809457704472,1.3378080472946146,-1.4900273637642718,-1.3010096043886192,-1.5149793661568476,-0.6220086463562157,0.9956348660602484,3680.0,0.817241883108953,1.0,0.0,0.0,0.5345728408299663,1,16613078.0
40004,-1.4959709163338577,-1.5412196510553164,-1.326637084111171,-1.3610421142408078,-0.9412761551539248,1.2475152931419788,-0.310386070106346,1.2540567964735696,1.4184133774801058,1.4048415891532466,1776.0,0.0380343955626006,1.0,0.0,0.0,0.37982336303575615,0,16613219.0
40005,1.4512473863759006,1.458267798773497,1.0039551925963242,-0.3772847292175733,-1.4829543455201122,-1.4370244468652191,1.1584600718893854,1.2976508506057562,1.3127950751572817,1.502921429176291,3475.0,0.1470730398201488,0.0,1.0,0.0,0.4272518274325101,1,16613328.0
40006,0.8293332085907621,-1.0138993565174357,1.3619128468884052,1.4944536906747627,-1.4667809606256812,1.396297516083193,1.4901373637454007,1.48304242856808,-0.327967525709716,1.3253452794003464,3615.0,0.64557911065241,0.0,1.0,0.0,0.5413187943396022,1,16613371.0
40007,-1.1904752263161869,1.4918933544934807,1.3403336201443137,-1.4573493895958474,1.5073407716629903,1.2939091729390586,1.5031906432768534,1.2710050369311705,-1.507300037674829,-0.7827584163475433,937.0,0.5818001759235897,0.0,1.0,0.0,0.4046319504402165,0,16613384.0
40008,-1.3085885035410192,-1.504107112736316,-1.0718949717073896,1.178540339027013,-1.4702779837714577,-1.4480390758045336,1.5109479218002164,1.2297301769531448,1.495443252915153,1.3470120306544868,4973.0,0.1929403853759803,0.0,1.0,0.0,0.39032587912602756,0,16614276.0
40009,-1.221073828808892,-1.457581206379544,1.4605467998353692,0.087016181587964,-1.4148746736041304,-1.5307365817810847,0.5773898796581831,1.5061310072889618,1.49903715444167,1.4144445373470576,692.0,0.0061496294776747,1.0,0.0,0.0,0.2895421823091472,0,16614351.0
40010,-0.369238516660999,-1.526445677445294,-1.449577735604685,1.2699212870821803,-1.4213500276049555,1.4958846068969134,1.5336167508391612,1.482005083636688,0.311660229254092,-1.4869581330826902,3196.0,0.0765954351211167,1.0,0.0,0.0,0.3153352764162136,0,16614706.0
40011,1.5153265496128712,1.3943988528865785,0.5837489687314765,1.4578231615672697,1.5191517475324874,-1.4975874427481344,1.4540645479403964,1.4613291908479966,-1.4575254451130994,-0.4978230746807258,3605.0,0.7361326785439709,0.0,1.0,0.0,0.4626978976830757,1,16614870.0
40012,1.467315595659911,0.1439120529156484,-1.3097527995774898,-1.4724767896348396,-1.4313347240293537,0.8518345855806845,1.2986066402762926,1.3139978424415528,1.4948377053015285,1.1251641718924796,31.0,0.4150091363460386,0.0,1.0,0.0,0.5672517895499704,1,16614913.0
40013,-1.4525489856697549,-1.3574537631001935,1.504727566822235,1.4678398570530102,-1.4967726327514494,-1.4583139142530763,-0.2967762543348721,-1.4735455393053285,-1.4611790397945987,-1.4133150673710393,2280.0,0.1043507801512424,0.0,1.0,0.0,0.21586933662599692,0,16615201.0
40014,1.3870462827482688,1.463632870306233,-1.526104301502749,-1.502843077979451,-1.084915128060156,1.283784004538778,1.4541648295592822,1.418174165055996,1.4409290024739856,-1.3870686728613753,4448.0,0.2665576023632621,1.0,0.0,0.0,0.45100701834200596,1,16615234.0
40015,-1.3484798238140705,1.4329502488621368,-1.4730687842988728,-1.2962900592489668,-0.8767698584135312,-1.4412353287906028,1.4204862704586383,-1.418735360068711,1.4667418211151366,0.5755460794603732,255.0,0.2368176841625068,0.0,1.0,0.0,0.40482868252527493,0,16615370.0
40016,-1.5347859110333255,-1.2735454411966305,-1.5222431032948724,-1.3518755359679016,1.4013057330710548,-1.510996039307857,1.5215914056764426,-1.4407502633441205,1.159409982012081,-1.2176063360677805,1503.0,0.6156220579850397,0.0,1.0,0.0,0.4279193253680692,1,16617369.0
40017,1.3623008259878815,-1.5114340084581126,-1.4497048077089851,1.4636467489167595,1.505220763352398,1.490873088554677,1.4518037669378283,0.9928292681207052,1.318881965125274,1.3969125563087648,2874.0,0.6776437781604933,0.0,1.0,0.0,0.6098150288201429,1,16617386.0
40018,0.7876331573949464,1.4432631744166742,1.396269528362878,1.511625924811689,1.4691769304356146,-1.4626251225689162,1.2391773825339956,1.4923018488032451,-1.487508180616819,-0.8194608172059109,1111.0,0.0849697963143973,0.0,1.0,0.0,0.25638135449708926,0,16617406.0
